"seriesDescription","seriesCount","geoAreaCode","geoAreaName","timePeriodStart","value","Age","Location","Sex"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","152","Chile",2008,"0.67042","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","152","Chile",2008,"0.39667","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","152","Chile",2008,"3.83958","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","152","Chile",2015,"2.59625","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","152","Chile",2015,"4.13458","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","152","Chile",2015,"1.075","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","152","Chile",2015,"1.19417","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","152","Chile",2015,"2.40917","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","152","Chile",2015,"1.385","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","152","Chile",2015,"6.4425","12-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","152","Chile",2015,"2.40958","12-24","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","152","Chile",2015,"12.49083","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","152","Chile",2015,"4.58958","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","152","Chile",2015,"2.83708","12+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","152","Chile",2015,"6.54667","12+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2008,"1.38875","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2008,"2.91667","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"2.08333","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"5.13875","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"0.34708","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"2.36125","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"2.43042","15+","URBAN","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"5.97208","35-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"3.05542","65-74","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"2.15292","65-74","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"2.70833","25-34","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"3.125","35-44","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"4.02792","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"1.31958","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"5.55542","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"2.36125","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"5.48625","15+","URBAN","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"4.72208","15+","RURAL","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"1.45833","15+","RURAL","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"1.18042","75-84","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"9.79167","25-34","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"1.31958","85+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"1.11125","75-84","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","156","China",2018,"0.55542","85+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","344","China, Hong Kong Special Administrative Region",2002,"0.83333","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","344","China, Hong Kong Special Administrative Region",2002,"2.08333","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","344","China, Hong Kong Special Administrative Region",2013,"0.83333","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","344","China, Hong Kong Special Administrative Region",2013,"2.08333","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"1.375","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"1.375","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.875","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.70833","15-24","RURAL","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.29167","65+","RURAL","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"2.58333","10+","URBAN","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"4.08333","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"2.83333","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"3.70833","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"4.91667","15-24","RURAL","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.875","10+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.625","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"2.75","15+","URBAN","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.91667","15+","URBAN","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.375","65+","RURAL","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.29167","55-64","RURAL","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"3.16667","15+","RURAL","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.79167","15+","RURAL","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"4.08333","25-44","RURAL","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"1.25","25-44","RURAL","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"3.33333","15-24","URBAN","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.875","10+","URBAN","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.58333","55-64","RURAL","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.58333","15-24","URBAN","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"1.20833","45-54","RURAL","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.5","45-54","RURAL","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"4.08333","25-44","URBAN","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.66667","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"1","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.45833","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.375","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.5","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.79167","10+","RURAL","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"2.91667","10+","RURAL","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"2.66667","10+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.54167","65+","URBAN","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.375","65+","URBAN","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"1.375","25-44","URBAN","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"1.375","45-54","URBAN","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.70833","45-54","URBAN","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"1.08333","55-64","URBAN","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","170","Colombia",2013,"0.5","55-64","URBAN","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","188","Costa Rica",2017,"0.83875","15-24","RURAL","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","188","Costa Rica",2017,"0.91833","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","188","Costa Rica",2017,"0.56125","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","188","Costa Rica",2017,"1.87417","45-54","RURAL","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","188","Costa Rica",2017,"1.23542","45-54","RURAL","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","188","Costa Rica",2017,"2.24875","55-64","RURAL","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","188","Costa Rica",2017,"4.34208","15+","RURAL","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","188","Costa Rica",2017,"0.72","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","188","Costa Rica",2017,"0.74417","55-64","RURAL","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","188","Costa Rica",2017,"0.72","65+","RURAL","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","188","Costa Rica",2017,"4.15375","12+","RURAL","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","188","Costa Rica",2017,"1.51125","12+","RURAL","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","188","Costa Rica",2017,"4.35","15-24","RURAL","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","188","Costa Rica",2017,"2.41917","25-44","RURAL","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","188","Costa Rica",2017,"1.55625","15+","RURAL","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","188","Costa Rica",2017,"6.57917","25-44","RURAL","FEMALE"
